Ortholog Group 	 Organism 	 Core/Peripheral 	 full_id
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_004030
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_016610
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_041730
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_002430
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_031450
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_015350
OG6_100231 	 Plasmodium coatneyi Hackeri 	 Peripheral 	 pcoa|PCOAH_00000970
OG6_100231 	 Theileria parva strain Muguga 	 Peripheral 	 tpar|TpMuguga_04g00172
OG6_100231 	 Phytophthora sojae strain P6497 	 Peripheral 	 psoj|PHYSODRAFT_320475
OG6_100231 	 Plasmodium chabaudi chabaudi 	 Peripheral 	 pcha|PCHAS_0731200
OG6_100231 	 Theileria orientalis strain Shintoku 	 Peripheral 	 tori|TOT_040000726
OG6_100231 	 Monosiga brevicollis (Choanoflagellate) 	 Core 	 mbre|A9V871
OG6_100231 	 Plasmodium vinckei vinckei CY 	 Peripheral 	 pvvc|PVVCY_0904660
OG6_100231 	 Theileria orientalis Fish Creek 	 Peripheral 	 tofc|MACJ_002326
OG6_100231 	 Theileria orientalis strain Shintoku 	 Peripheral 	 tori|TOT_030000652
OG6_100231 	 Cystoisospora suis strain Wien I 	 Peripheral 	 csui|CSUI_002801
OG6_100231 	 Theileria parva strain Muguga 	 Peripheral 	 tpar|TpMuguga_03g00200
OG6_100231 	 Plasmodium chabaudi chabaudi 	 Peripheral 	 pcha|PCHAS_0937800
OG6_100231 	 Theileria orientalis Goon Nure 	 Peripheral 	 togn|MACK_002259
OG6_100231 	 Theileria orientalis Goon Nure 	 Peripheral 	 togn|MACK_002577
OG6_100231 	 Plasmodium yoelii yoelii 17XNL 	 Peripheral 	 pyxn|PY01434
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_023260
OG6_100231 	 Sarcocystis neurona SN3 (old build 2015-04-13) 	 Core 	 sneu-old|SN3_02800255
OG6_100231 	 Sarcocystis neurona SN3 	 Peripheral 	 sneu|SN3_02800255
OG6_100231 	 Sarcocystis neurona SO SN1 	 Peripheral 	 snsn|SRCN_3813
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_039150
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_004500
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_054290
OG6_100231 	 Theileria annulata strain Ankara (old build 2015-02-27) 	 Core 	 tann-old|TA03315
OG6_100231 	 Theileria annulata strain Ankara 	 Peripheral 	 tann|TA03315
OG6_100231 	 Plasmodium chabaudi chabaudi 	 Peripheral 	 pcha|PCHAS_0625000
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_012960
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_022270
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_027340
OG6_100231 	 Plasmodium vinckei petteri CR 2020 	 Peripheral 	 pvcr|PVPCR_0904760
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_045660
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_045750
OG6_100231 	 Theileria orientalis strain Shintoku 	 Peripheral 	 tori|TOT_010001127
OG6_100231 	 Cytauxzoon felis strain Winnie 	 Peripheral 	 cfel|CF000171
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_013360
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_036740
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_028810
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_053420
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_025710
OG6_100231 	 Theileria parva strain Muguga 	 Peripheral 	 tpar|TpMuguga_01g02645
OG6_100231 	 Plasmodium vinckei brucechwatti DA 	 Peripheral 	 pvbd|PVBDA_0904680
OG6_100231 	 Plasmodium yoelii yoelii 17X 	 Peripheral 	 pyoe|PY17X_1001400
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_053520
OG6_100231 	 Theileria parva strain Muguga 	 Peripheral 	 tpar|TpMuguga_03g02155
OG6_100231 	 Plasmodium vinckei petteri strain CR 	 Peripheral 	 pvpc|YYG_02105
OG6_100231 	 Plasmodium vinckei petteri strain CR 	 Peripheral 	 pvpc|YYG_05135
OG6_100231 	 Theileria annulata strain Ankara (old build 2015-02-27) 	 Core 	 tann-old|TA18005
OG6_100231 	 Theileria annulata strain Ankara 	 Peripheral 	 tann|TA18005
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_012720
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_049030
OG6_100231 	 Theileria orientalis strain Shintoku 	 Peripheral 	 tori|TOT_010001114
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_001640
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_003230
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_001610
OG6_100231 	 Theileria orientalis Goon Nure 	 Peripheral 	 togn|MACK_001846
OG6_100231 	 Theileria orientalis strain Shintoku 	 Peripheral 	 tori|TOT_030000129
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_028860
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_050540
OG6_100231 	 Plasmodium vinckei Cameroon EL 	 Peripheral 	 pvce|PVSEL_0904720
OG6_100231 	 Plasmodium yoelii yoelii 17XNL 2023 	 Peripheral 	 pyyx|Py17XNL_001002073
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_016010
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_031730
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_039620
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_052540
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_049790
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_048970
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_050370
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_009120
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_025940
OG6_100231 	 Plasmodium vivax Sal-1 	 Peripheral 	 pviv|PVX_088010
OG6_100231 	 Plasmodium yoelii yoelii YM 	 Peripheral 	 pyoy|PYYM_1001400
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_017100
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_036820
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_041740
OG6_100231 	 Plasmodium vinckei lentum DE 	 Peripheral 	 pvld|PVLDE_0904800
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_000930
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_001680
OG6_100231 	 Plasmodium vinckei petteri CR 2020 	 Peripheral 	 pvcr|PVPCR_0702290
OG6_100231 	 Plasmodium vivax P01 	 Peripheral 	 pvip|PVP01_0110000
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_024730
OG6_100231 	 Plasmodium vinckei Cameroon EL 	 Peripheral 	 pvce|PVSEL_0503660
OG6_100231 	 Plasmodium vinckei lentum DE 	 Peripheral 	 pvld|PVLDE_0602500
OG6_100231 	 Plasmodium vivax PvW1 	 Peripheral 	 pvpw|PVW1_010014100
OG6_100231 	 Cystoisospora suis strain Wien I 	 Peripheral 	 csui|CSUI_007585
OG6_100231 	 Cytauxzoon felis strain Winnie 	 Peripheral 	 cfel|CF003992
OG6_100231 	 Cytauxzoon felis strain Winnie 	 Peripheral 	 cfel|CF004023
OG6_100231 	 Sarcocystis neurona SO SN1 	 Peripheral 	 snsn|SRCN_2614
OG6_100231 	 Plasmodium vinckei Cameroon EL 	 Peripheral 	 pvce|PVSEL_0702360
OG6_100231 	 Plasmodium berghei ANKA 	 Peripheral 	 pber|PBANKA_1220200
OG6_100231 	 Bremia lactucae strain SF5 	 Peripheral 	 blac|CCR75_007401
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_048700
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_048810
OG6_100231 	 Cytauxzoon felis strain Winnie 	 Peripheral 	 cfel|CF004219
OG6_100231 	 Plasmodium vinckei brucechwatti DA 	 Peripheral 	 pvbd|PVBDA_0702260
OG6_100231 	 Eimeria praecox Houghton 	 Peripheral 	 epra|EPH_0058140
OG6_100231 	 Plasmodium chabaudi chabaudi 	 Peripheral 	 pcha|PCHAS_1400600
OG6_100231 	 Plasmodium vinckei lentum DE 	 Peripheral 	 pvld|PVLDE_0703350
OG6_100231 	 Plasmodium vinckei vinckei CY 	 Peripheral 	 pvvc|PVVCY_0602400
OG6_100231 	 Volvox carteri f. nagariensis 	 Peripheral 	 vcar|D8TNE9
OG6_100231 	 Plasmodium chabaudi chabaudi 	 Peripheral 	 pcha|PCHAS_1220900
OG6_100231 	 Plasmodium vinckei brucechwatti DA 	 Peripheral 	 pvbd|PVBDA_0602390
OG6_100231 	 Plasmodium vinckei petteri CR 2020 	 Peripheral 	 pvcr|PVPCR_0503690
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_039780
OG6_100231 	 Chlamydomonas reinhardtii (Chlamydomonas smithii) 	 Core 	 crei|A0A2K3DE38
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_046150
OG6_100231 	 Plasmodium cynomolgi strain M 	 Peripheral 	 pcym|PcyM_0111000
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_045390
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_001320
OG6_100231 	 Theileria orientalis strain Shintoku 	 Peripheral 	 tori|TOT_010000680
OG6_100231 	 Trichomonascus ciferrii CBS 4856 	 Peripheral 	 tcif|TRICI_006656
OG6_100231 	 Besnoitia besnoiti strain Bb-Ger1 	 Peripheral 	 bbes|BESB_017560
OG6_100231 	 Chara braunii (Braun's stonewort) 	 Core 	 cbra|A0A388LBN3
OG6_100231 	 Pythium insidiosum Pi-s 	 Peripheral 	 pins|PINS_004506
OG6_100231 	 Plasmodium yoelii yoelii 17X 	 Peripheral 	 pyoe|PY17X_0722200
OG6_100231 	 Plasmodium yoelii yoelii YM 	 Peripheral 	 pyoy|PYYM_0722200
OG6_100231 	 Plasmodium yoelii yoelii 17XNL 2023 	 Peripheral 	 pyyx|Py17XNL_000704309
OG6_100231 	 Besnoitia besnoiti strain Bb-Ger1 	 Peripheral 	 bbes|BESB_018300
OG6_100231 	 Plasmodium vinckei petteri strain CR 	 Peripheral 	 pvpc|YYG_04067
OG6_100231 	 Neospora caninum Liverpool 	 Peripheral 	 ncan|NCLIV_001135
OG6_100231 	 Neospora caninum Liverpool 2019 	 Peripheral 	 nclv|Ncaninum_LIV_000543400
OG6_100231 	 Chromera velia CCMP2878 	 Peripheral 	 cvel|Cvel_12883
OG6_100231 	 Plasmodium vivax PvW1 	 Peripheral 	 pvpw|PVW1_140008100
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_036280
OG6_100231 	 Phytophthora cinnamomi GKB4 	 Peripheral 	 pcgk|IUM83_12895
OG6_100231 	 Phytophthora cinnamomi var. cinnamomi CBS 144.22 	 Peripheral 	 pcin|PHYCI_93163
OG6_100231 	 Hammondia hammondi strain H.H.34 	 Peripheral 	 hhhh|HHA_305260
OG6_100231 	 Toxoplasma gondii ARI 	 Peripheral 	 tgar|TGARI_305260
OG6_100231 	 Toxoplasma gondii CAST 	 Peripheral 	 tgca|TGCAST_305260
OG6_100231 	 Toxoplasma gondii COUG 	 Peripheral 	 tgco|TGCOUG_305260
OG6_100231 	 Toxoplasma gondii RH-88 	 Peripheral 	 tgee|TGRH88_017010
OG6_100231 	 Toxoplasma gondii FOU 	 Peripheral 	 tgfo|TGFOU_305260
OG6_100231 	 Toxoplasma gondii GAB2-2007-GAL-DOM2 	 Peripheral 	 tggd|TGDOM2_305260
OG6_100231 	 Toxoplasma gondii GT1 	 Peripheral 	 tggt|TGGT1_305260
OG6_100231 	 Toxoplasma gondii MAS 	 Peripheral 	 tgma|TGMAS_305260
OG6_100231 	 Toxoplasma gondii ME49 (old build 2015-08-11) 	 Core 	 tgon-old|TGME49_305260
OG6_100231 	 Toxoplasma gondii ME49 	 Peripheral 	 tgon|TGME49_305260
OG6_100231 	 Toxoplasma gondii p89 	 Peripheral 	 tgop|TGP89_305260
OG6_100231 	 Toxoplasma gondii RUB 	 Peripheral 	 tgru|TGRUB_305260
OG6_100231 	 Toxoplasma gondii TgCATBr9 	 Peripheral 	 tgta|TGBR9_305260
OG6_100231 	 Toxoplasma gondii TgCatPRC2 	 Peripheral 	 tgtg|TGPRC2_305260
OG6_100231 	 Toxoplasma gondii VAND 	 Peripheral 	 tgva|TGVAND_305260
OG6_100231 	 Toxoplasma gondii VEG 	 Peripheral 	 tgve|TGVEG_305260
OG6_100231 	 Plasmodium yoelii yoelii 17X 	 Peripheral 	 pyoe|PY17X_1223400
OG6_100231 	 Plasmodium yoelii yoelii YM 	 Peripheral 	 pyoy|PYYM_1222900
OG6_100231 	 Plasmodium yoelii yoelii 17XNL 	 Peripheral 	 pyxn|PY02009
OG6_100231 	 Plasmodium yoelii yoelii 17XNL 2023 	 Peripheral 	 pyyx|Py17XNL_001205095
OG6_100231 	 Aphanomyces euteiches MF1 	 Peripheral 	 aeut|AeMF1_011772
OG6_100231 	 Neospora caninum Liverpool 	 Peripheral 	 ncan|NCLIV_044560
OG6_100231 	 Neospora caninum Liverpool 2019 	 Peripheral 	 nclv|Ncaninum_LIV_000635100
OG6_100231 	 Plasmodium cynomolgi strain B 	 Peripheral 	 pcyn|PCYB_011680
OG6_100231 	 Plasmodium yoelii yoelii 17XNL 	 Peripheral 	 pyxn|PY04358
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_046230
OG6_100231 	 Aphanomyces euteiches MF1 	 Peripheral 	 aeut|AeMF1_011773
OG6_100231 	 Yersinia pestis 	 Peripheral 	 yepe|Q0WD84
OG6_100231 	 Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) 	 Core 	 psae|Q9I0U4
OG6_100231 	 Escherichia coli (strain K12) 	 Core 	 ecol|P76092
OG6_100231 	 Shigella flexneri 	 Peripheral 	 shfl|Q83KT3
OG6_100231 	 Hammondia hammondi strain H.H.34 	 Peripheral 	 hhhh|HHA_306330
OG6_100231 	 Eimeria necatrix Houghton 	 Peripheral 	 enec|ENH_00003520
OG6_100231 	 Eimeria tenella strain Houghton 	 Peripheral 	 eten|ETH_00024050
OG6_100231 	 Eimeria tenella Houghton 2021 	 Peripheral 	 etht|ETH2_0529900
OG6_100231 	 Toxoplasma gondii ARI 	 Peripheral 	 tgar|TGARI_306330
OG6_100231 	 Toxoplasma gondii CAST 	 Peripheral 	 tgca|TGCAST_306330
OG6_100231 	 Toxoplasma gondii COUG 	 Peripheral 	 tgco|TGCOUG_306330
OG6_100231 	 Toxoplasma gondii RH-88 	 Peripheral 	 tgee|TGRH88_017780
OG6_100231 	 Toxoplasma gondii FOU 	 Peripheral 	 tgfo|TGFOU_306330
OG6_100231 	 Toxoplasma gondii GAB2-2007-GAL-DOM2 	 Peripheral 	 tggd|TGDOM2_306330
OG6_100231 	 Toxoplasma gondii GT1 	 Peripheral 	 tggt|TGGT1_306330
OG6_100231 	 Toxoplasma gondii MAS 	 Peripheral 	 tgma|TGMAS_306330
OG6_100231 	 Toxoplasma gondii ME49 (old build 2015-08-11) 	 Core 	 tgon-old|TGME49_306330
OG6_100231 	 Toxoplasma gondii ME49 	 Peripheral 	 tgon|TGME49_306330
OG6_100231 	 Toxoplasma gondii p89 	 Peripheral 	 tgop|TGP89_306330
OG6_100231 	 Toxoplasma gondii TgCATBr9 	 Peripheral 	 tgta|TGBR9_306330
OG6_100231 	 Toxoplasma gondii TgCatPRC2 	 Peripheral 	 tgtg|TGPRC2_306330
OG6_100231 	 Toxoplasma gondii VAND 	 Peripheral 	 tgva|TGVAND_306330
OG6_100231 	 Toxoplasma gondii VEG 	 Peripheral 	 tgve|TGVEG_306330
OG6_100231 	 Plasmodium vinckei petteri strain CR 	 Peripheral 	 pvpc|YYG_05088
OG6_100231 	 Plasmodium berghei ANKA 	 Peripheral 	 pber|PBANKA_0623200
OG6_100231 	 Plasmodium vivax P01 	 Peripheral 	 pvip|PVP01_1271500
OG6_100231 	 Plasmodium vivax PvW1 	 Peripheral 	 pvpw|PVW1_120086500
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_035590
OG6_100231 	 Cytauxzoon felis strain Winnie 	 Peripheral 	 cfel|CF000760
OG6_100231 	 Plasmodium vinckei vinckei strain vinckei 	 Peripheral 	 pvin|YYE_03150
OG6_100231 	 Plasmodium vinckei vinckei strain vinckei 	 Peripheral 	 pvin|YYE_04917
OG6_100231 	 Plasmodium vinckei vinckei CY 	 Peripheral 	 pvvc|PVVCY_1400030
OG6_100231 	 Cytauxzoon felis strain Winnie 	 Peripheral 	 cfel|CF003722
OG6_100231 	 Cytauxzoon felis strain Winnie 	 Peripheral 	 cfel|CF000144
OG6_100231 	 Plasmodium inui San Antonio 1 	 Peripheral 	 pinu|C922_02965
OG6_100231 	 Plasmodium vivax Sal-1 	 Peripheral 	 pviv|PVX_118700
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_026490
OG6_100231 	 Vitrella brassicaformis CCMP3155 (old build 2014-05-15) 	 Core 	 vbra-old|Vbra_8811
OG6_100231 	 Vitrella brassicaformis CCMP3155 	 Peripheral 	 vbra|Vbra_8811
OG6_100231 	 Rhipicephalus microplus Rmic-2018 	 Peripheral 	 rmrm|LOC119164914
OG6_100231 	 Fusobacterium nucleatum subsp. nucleatum (strain ATCC 25586 / DSM 15643 / BCRC 10681 / CIP 101130 / JCM 8532 / KCTC 2640 / LMG 13131 / VPI 4355) 	 Core 	 fnuc|Q8R624
OG6_100231 	 Volvox carteri f. nagariensis 	 Peripheral 	 vcar|D8TTM1
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_047090
OG6_100231 	 Plasmodium vivax Sal-1 	 Peripheral 	 pviv|PVX_121900
OG6_100231 	 Cytauxzoon felis strain Winnie 	 Peripheral 	 cfel|CF003090
OG6_100231 	 Plasmodium vinckei vinckei strain vinckei 	 Peripheral 	 pvin|YYE_03729
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_048880
OG6_100231 	 Plasmodium yoelii yoelii 17XNL 	 Peripheral 	 pyxn|PY05418
OG6_100231 	 Plasmodium cynomolgi strain M 	 Peripheral 	 pcym|PcyM_1281000
OG6_100231 	 Sarcocystis neurona SN3 (old build 2015-04-13) 	 Core 	 sneu-old|SN3_00301050
OG6_100231 	 Sarcocystis neurona SN3 	 Peripheral 	 sneu|SN3_00301050
OG6_100231 	 Naegleria fowleri ATCC 30863 (old build 2014-11-05) 	 Core 	 nfow-old|NF0115410
OG6_100231 	 Naegleria fowleri ATCC 30863 	 Peripheral 	 nfow|NF0115410
OG6_100231 	 Plasmodium vinckei brucechwatti DA 	 Peripheral 	 pvbd|PVBDA_0301850
OG6_100231 	 Naegleria fowleri strain ATCC 30894 	 Peripheral 	 nfoa|FDP41_006933
OG6_100231 	 Naegleria fowleri strain Ty 	 Peripheral 	 nfty|NfTy_076320
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_020610
OG6_100231 	 Chromera velia CCMP2878 	 Peripheral 	 cvel|Cvel_27629
OG6_100231 	 Plasmodium coatneyi Hackeri 	 Peripheral 	 pcoa|PCOAH_00002330
OG6_100231 	 Globisporangium iwayamae DAOM BR242034 	 Peripheral 	 piwa|PIW_G003626
OG6_100231 	 Plasmodium yoelii yoelii 17X 	 Peripheral 	 pyoe|PY17X_0626200
OG6_100231 	 Plasmodium yoelii yoelii YM 	 Peripheral 	 pyoy|PYYM_0625200
OG6_100231 	 Plasmodium yoelii yoelii 17XNL 	 Peripheral 	 pyxn|PY01459
OG6_100231 	 Plasmodium yoelii yoelii 17XNL 2023 	 Peripheral 	 pyyx|Py17XNL_000600806
OG6_100231 	 Plasmodium coatneyi Hackeri 	 Peripheral 	 pcoa|PCOAH_00037360
OG6_100231 	 Plasmodium chabaudi chabaudi 	 Peripheral 	 pcha|PCHAS_0319000
OG6_100231 	 Porospora cf. gigantea A 	 Peripheral 	 pcga|KVP18_003541
OG6_100231 	 Plasmodium vinckei lentum DE 	 Peripheral 	 pvld|PVLDE_0301640
OG6_100231 	 Globisporangium ultimum DAOM BR144 (old build 2016-03-02) 	 Core 	 pult-old|PYU1_G007344
OG6_100231 	 Globisporangium ultimum DAOM BR144 	 Peripheral 	 pult|PYU1_G007344
OG6_100231 	 Plasmodium vivax P01 	 Peripheral 	 pvip|PVP01_1401900
OG6_100231 	 Malassezia pachydermatis CBS 1879 	 Peripheral 	 mpac|Malapachy_1805
OG6_100231 	 Plasmodium fragile strain nilgiri 	 Peripheral 	 pfra|AK88_01020
OG6_100231 	 Malassezia globosa CBS 7966 	 Peripheral 	 mglo|MGL_3342
OG6_100231 	 Plasmodium ovale wallikeri strain PowCR01 	 Peripheral 	 powp|POWCR01_000135000
OG6_100231 	 Plasmodium yoelii yoelii 17XNL 	 Peripheral 	 pyxn|PY01254
OG6_100231 	 Plasmodium cynomolgi strain M 	 Peripheral 	 pcym|PcyM_1402400
OG6_100231 	 Ustilago maydis 521 (old build 2015-02-18) 	 Core 	 umay-old|UMAG_02599
OG6_100231 	 Ustilago maydis 521 	 Peripheral 	 umay|UMAG_02599
OG6_100231 	 Malassezia restricta CBS 7877 	 Peripheral 	 mrec|DNF11_2799
OG6_100231 	 Malassezia restricta KCTC 27527 	 Peripheral 	 mres|MRET_2705
OG6_100231 	 Plasmodium knowlesi strain A1H1 	 Peripheral 	 pkah|PKA1H_010013100
OG6_100231 	 Plasmodium knowlesi strain H 	 Peripheral 	 pkno|PKNH_0108300
OG6_100231 	 Plasmodium knowlesi strain Malayan Strain Pk1 A 	 Peripheral 	 pknp|PKNOH_S01016600
OG6_100231 	 Tetrahymena thermophila (strain SB210) 	 Core 	 tetr|Q22UB2
OG6_100231 	 Cryptosporidium andersoni isolate 30847 	 Peripheral 	 cand|cand_018230
OG6_100231 	 Malassezia sympodialis ATCC 42132 	 Peripheral 	 msym|MSYG_3422
OG6_100231 	 Cryptosporidium muris RN66 	 Peripheral 	 cmur|CMU_020670
OG6_100231 	 Cryptosporidium sp. chipmunk genotype I strain 37763 	 Peripheral 	 cscp|ELE39_002980
OG6_100231 	 Porospora cf. gigantea B 	 Peripheral 	 pcgb|KVP17_003680
OG6_100231 	 Plasmodium vinckei petteri CR 2020 	 Peripheral 	 pvcr|PVPCR_1000140
OG6_100231 	 Cryptosporidium meleagridis strain UKMEL1 	 Peripheral 	 cmel|CmeUKMEL1_10315
OG6_100231 	 Theileria equi strain WA 	 Peripheral 	 tequ|BEWA_002210
OG6_100231 	 Aphanomyces euteiches MF1 	 Peripheral 	 aeut|AeMF1_011770
OG6_100231 	 Cryptosporidium parvum Iowa II (old build 2007-02-26) 	 Core 	 cpar-old|cgd6_4080
OG6_100231 	 Cryptosporidium parvum Iowa II 	 Peripheral 	 cpar|cgd6_4080
OG6_100231 	 Cryptosporidium parvum IOWA-ATCC 	 Peripheral 	 cpia|CPATCC_0015690
OG6_100231 	 Pythium arrhenomanes ATCC 12531 	 Peripheral 	 parr|PAR_G004576
OG6_100231 	 Canis lupus familiaris (Dog) (Canis familiaris) 	 Core 	 clup-old|A0A5F4CRQ2
OG6_100231 	 Globisporangium irregulare DAOM BR486 	 Peripheral 	 pirr|PIR_G008118
OG6_100231 	 Plasmodium vinckei lentum DE 	 Peripheral 	 pvld|PVLDE_1202240
OG6_100231 	 Cryptosporidium hominis UdeA01 	 Peripheral 	 chod|CHUDEA6_4080
OG6_100231 	 Cryptosporidium hominis isolate 30976 	 Peripheral 	 choi|GY17_00000426
OG6_100231 	 Cryptosporidium hominis isolate TU502_2012 	 Peripheral 	 chot|ChTU502y2012_417g0185
OG6_100231 	 Cryptosporidium tyzzeri isolate UGA55 	 Peripheral 	 ctyz|CTYZ_00001609
OG6_100231 	 Plasmodium brasilianum strain Bolivian I 	 Peripheral 	 pbbi|MKS88_000472
