smiles,true_label,predicted_probability_class_0,predicted_probability_class_1
O=C1NC(=O)C(c2cn(CCCO)c3ncccc23)=C1c1ncc(C(F)(F)F)cc1Cl,1,0.06854433,0.9314557
Nc1nonc1-n1nnc(C(=O)NCCc2ccncc2)c1CN1CCCCC1,1,0.16169542,0.8383046
CN(CCc1ccncc1)C(=O)c1nnn(-c2nonc2N)c1CN1CCCCC1,0,0.07979292,0.9202071
NNC(=O)c1nnn(-c2nonc2N)c1CN1CCCCC1,1,0.16740793,0.83259207
c1ccc(Nc2ncnc3[nH]c(-c4ccccc4)nc23)cc1,1,0.06201166,0.93798834
N#Cc1cccc(-c2nc3c(Nc4ccccc4)ncnc3[nH]2)c1,1,0.08320254,0.91679746
O=C(Nc1ncnc2[nH]c(-c3cccc(Cl)c3)nc12)C1CC1,1,0.10977894,0.89022106
N#Cc1cccc(-c2nc3c(NC(=O)C4CC4)ncnc3[nH]2)c1,1,0.10206574,0.89793426
O=C(NC[C@@H]1CCCN1)c1ccc(-c2cnc3ccc(NCc4ccc(Cl)c(Cl)c4)nn23)cc1,0,0.16821265,0.83178735
O=C(NC[C@@H]1CCCN1)c1ccc(-c2cnc3ccc(NCc4cccc(Cl)c4)nn23)cc1,0,0.22013366,0.77986634
O=C1Nc2ccccc2/C1=C1/Nc2ccccc2C1=O,1,0.13982278,0.8601772
CCCn1nc(NC(=O)C(C)C)c2cc3cc(OC)ccc3nc21,1,0.09059167,0.90940833
COc1ccccc1Nc1nc(NCCO)nc(N)c1[N+](=O)[O-],1,0.10336131,0.8966387
C=CCNc1nc(N)c([N+](=O)[O-])c(Nc2ccccc2OC)n1,1,0.08138746,0.91861254
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,0,0.19257766,0.80742234
CCCCCCCC(=O)NNC(=O)c1c(O)nc2ccccc2c1O,0,0.18219823,0.8178018
CN1C(=O)CC(c2ccco2)Sc2ccccc21,0,0.59390485,0.40609512
Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,0,0.0544008,0.9455992
O=C(O)CCN(CCC(=O)O)c1ccc(/C=C2\\SC(=S)NC2=O)cc1,1,0.06394297,0.93605703
CNC(=O)c1cc(-c2ccc3[nH]ncc3c2)on1,1,0.13588375,0.86411625
CCCc1cn(-c2ccc3[nH]ncc3c2)nn1,1,0.10870832,0.8912917
OCCCc1cn(-c2ccc3[nH]ncc3c2)nn1,1,0.1261608,0.8738392
c1ccc(Cc2cc(-c3ccc4[nH]ncc4c3)on2)cc1,1,0.10509211,0.8949079
Nc1n[nH]c2ccc(-c3cc(Cc4ccccc4)no3)cc12,1,0.16280556,0.83719444
CCCc1cc(-c2ccc3[nH]ncc3c2)on1,1,0.15289044,0.84710956
COc1ccccc1CCNc1cc(-c2ccncn2)cc(=O)n1C,1,0.096059084,0.9039409
COc1ccccc1CCN(C)c1cc(-c2ccncn2)cc(=O)n1C,1,0.08483344,0.91516656
COc1ccc2nc3c(cc2c1)c(NC(=O)CC(C)C)nn3CC(C)C,1,0.09059167,0.90940833
O=C1Nc2ccccc2/C1=C1/Nc2cc(Br)ccc2C1=O,1,0.047179043,0.95282096
CC(C)N1C(=O)CC(c2ccco2)Sc2ccccc21,0,0.59390485,0.40609512
O=C1NC(=S)S/C1=C\\c1ccc(O)c([N+](=O)[O-])c1,1,0.12967885,0.87032115
Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,1,0.036909938,0.96309006
Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(C(=O)NOCCO)cc21,0,0.056757987,0.943242
Cc1nc2ccccc2n1CC(=O)NNC(=O)c1c[nH]c2ccccc12,1,0.032654107,0.9673459
Cc1nc2ccccc2n1CC(=O)NNC(=O)Cc1cccc2ccccc12,1,0.053423643,0.94657636
Cc1nc2ccccc2n1CC(=O)NNC(=O)Cc1cc2ccccc2[nH]1,1,0.032654107,0.9673459
Cc1nc2ccccc2n1CC(=O)NNC(=O)CCC(=O)c1ccc(Oc2ccccc2)cc1,1,0.050673246,0.94932675
Cc1nc2ccccc2n1CC(=O)NNC(=O)C(=O)c1c[nH]c2ccccc12,1,0.033736587,0.9662634
Cc1nc2ccccc2n1Cc1nnc(NC2CCCCC2)s1,1,0.08553839,0.9144616
CCCCNc1nnc(Cn2c(C)nc3ccccc32)s1,1,0.12025607,0.87974393
Cc1nc2ccccc2n1CC(=O)NNC(=O)c1ccc[nH]1,1,0.080557525,0.9194425
CCCCNC(=O)N1Cc2n[nH]c(NC(=O)Cc3ccc(N4CCCC4)cc3)c2C1,1,0.14934528,0.8506547
COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,1,0.019907951,0.98009205
CC1(C)C(=O)N([C@H]2CCc3c(O)cccc32)c2nc(Nc3ccccc3)ncc21,1,0.07932913,0.92067087
O=C(/C=C/c1cnc2[nH]cc(-c3ccccc3)c2c1)NCCN1CCOCC1,1,0.07707131,0.9229287
Cc1nc2ccc(-n3ncc(C(=O)c4cc5ccccc5[nH]4)c3N)cc2[nH]1,0,0.10599375,0.89400625
O=C(CNC(=O)c1ccc2[nH]cc(-c3ccccc3)c2c1)NCCc1c[nH]c2ccccc12,0,0.08353126,0.91646874
Nc1ncc(-c2ncnc3c2CCCC3)nc1C(=O)Nc1ncccc1N1CCC(N)CC1,1,0.082687736,0.91731226
O=C(CNC(=O)c1cnc2[nH]cc(-c3ccccc3)c2c1)NCCc1c[nH]c2ccccc12,1,0.061031878,0.9389681
O=C1NC(=O)/C(=C/c2ccncc2)S1,1,0.21385872,0.7861413
O=C(CNC(=O)c1cnc2[nH]c(-c3ccccc3)cc2c1)NCCc1c[nH]c2ccccc12,0,0.06925976,0.93074024
Nc1ncc(-c2csc(N3CCOCC3)n2)nc1C(=O)Nc1ncccc1N1CCC(N)CC1,1,0.09701705,0.90298295
O=C(/C=C/c1cnc2[nH]cc(-c3ccccc3)c2c1)NCCc1cccnc1,1,0.08381784,0.91618216
CN(C)c1nc2ccc1CCCn1cc(c3ccccc31)C1=C(C(=O)NC1=O)c1cn(c3ccccc13)CCC2,1,0.21721989,0.7827801
COc1cc(C2=C(c3cn(CCN4CCOCC4)c4ccccc34)C(=O)NC2=O)cc(OC)c1OC,1,0.11227304,0.88772696
Nc1ncc(-c2nc(N3CCOCC3)ccc2C(F)(F)F)nc1C(=O)Nc1ncccc1N1C[C@H]2CC[C@@H](C1)[C@@H]2N,1,0.12543672,0.8745633
O=C(/C=C/c1cnc2[nH]cc(-c3ccccc3)c2c1)NCCc1ccncc1,1,0.08381784,0.91618216
O=C(O)Cc1ccc(CSc2nnc(-c3ccccn3)s2)cc1,0,0.09236151,0.9076385
O=C(CNC(=O)c1cnc2[nH]ccc2c1)NCCc1c[nH]c2ccccc12,0,0.03140062,0.9685994
O=C(/C=C/c1cnc2[nH]cc(-c3ccccc3)c2c1)NCCc1c[nH]c2ccccc12,1,0.058849275,0.9411507
Nc1ncc(-c2ccccc2)nc1C(=O)Nc1ccccc1N1CCC(N)CC1,1,0.28502226,0.71497774
COc1cc(C2=C(c3cn(CCCN4CCN(C)CC4)c4ccccc34)C(=O)NC2=O)cc(OC)c1OC,1,0.13872397,0.86127603
O=C(CCc1cnc2[nH]cc(-c3ccccc3)c2c1)NCCc1c[nH]c2ccccc12,1,0.050472975,0.949527
Nc1ncc(-c2ccccc2F)nc1C(=O)Nc1cnccc1N1CCNCC1,1,0.058788896,0.9412111
O=C(/C=C/c1cnc2[nH]cc(-c3ccccc3)c2c1)NCCc1c[nH]cn1,1,0.08110309,0.9188969
O=C1NC(=O)C2=C1c1cn(c3ccccc13)CCCc1ccc(c(N3CCCC3)n1)CCCn1cc2c2ccccc21,1,0.16621643,0.83378357
O=C1NC(=O)C2=C1c1cn(c3ccccc13)CCCc1cc(nc(N3CCCC3)c1)CCCn1cc2c2ccccc21,1,0.16621643,0.83378357
O=C(CNC(=O)c1cnc2[nH]cc(-c3ccccc3)c2c1)NCCc1c[nH]cn1,1,0.049503922,0.9504961
O=C(O)Cc1ccc(CSc2nnc(-c3cccnc3)s2)cc1,0,0.09236151,0.9076385
Nc1ncc(-c2cc(N3CCOCC3)ccc2C(F)(F)F)nc1C(=O)Nc1ncccc1N1CCC(N)CC1,1,0.15720731,0.8427927
C[C@H]1Nc2cccnc2NC1=O,0,0.36434895,0.63565105
Cc1cc(Nc2ncnc3ccc(NC4=NC(C)(C)CO4)cc23)ccc1Oc1ccn2ncnc2c1,0,0.054195583,0.9458044
COCCNCc1ccc(-c2cc3nccc(Oc4ccc(NC(=S)NC(=O)Cc5ccc(F)cc5)cc4F)c3s2)nc1,0,0.15353453,0.84646547
COc1ccc(S(=O)(=O)N(C(C)=O)c2ccccc2/C=C/c2cc[n+]([O-])cc2)cc1,0,0.19825083,0.80174917
CCS(=O)(=O)N1CCN(c2ccc(Nc3ncc(C(N)=O)c(NC4CC4)n3)cc2)CC1.Cl,0,0.04875815,0.95124185
C=CC(=O)N1CCC[C@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,0,0.12306917,0.87693083
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)NCc2cc(F)ccc2Oc2ccc3c(cnn3CCO)c2)cc1,0,0.17927903,0.820721
Cc1nc2cc(-c3nn(C(C)C)c4ncnc(N)c34)ccc2o1,0,0.12723464,0.87276536
COCc1c(-c2ccc(NC(=O)Nc3cc(C(F)(F)F)ccc3F)c(F)c2)c2c(N)ncnn2c1CN1CCOCC1,0,0.08664894,0.91335106
CN1CC[C@@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@@H]1CO.Cl,1,0.0663414,0.9336586
O=C1CCCN2[C@@H](CC1)C[C@]13CN4CCCC/C=C\\CC[C@](O)(C=C(c5nccc6c5[nH]c5ccccc56)C1CC4)[C@H]23,0,0.21427298,0.785727
CC(=O)Nc1nc(C)c(S(=O)(=O)Oc2cccc3c2[nH]c2c(C4=C[C@@]5(O)CC/C=C\\CCCCN6CCC4[C@]4(C[C@@H]7CCC(=O)CCCN7[C@H]45)C6)nccc23)s1,1,0.105409026,0.894591
c1ccc(CCSc2nnc(-c3ccncc3)o2)cc1,0,0.10509211,0.8949079
CS(=O)(=O)c1ccc(Nc2cc(-c3ccccc3Cl)nc3c(Br)cnn23)cc1,1,0.040502846,0.95949715
Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12,0,0.17097747,0.8290225
Brc1cnn2c(NCc3cccnc3)cc(C3CC3)nc12,1,0.046807885,0.9531921
Cn1c(=O)c2cnc(Nc3ccc(C(=O)O)cc3)nc2n1-c1ccccc1,1,0.0721128,0.9278872
CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,0,0.13481796,0.86518204
O=C1CN(c2ccccc2)c2nc(Nc3ccc(C(=O)O)cc3)ncc2N1,1,0.0469476,0.9530524
Cc1cc(-c2cc(OC(=O)c3ccccc3)ccc2Cl)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12,0,0.2441662,0.7558338
Brc1cnn2c(NCc3cccnc3)cc(-c3cccs3)nc12,1,0.043562114,0.9564379
Nc1ncnc2oc(-c3cccnc3)c(-c3ccc(NS(=O)(=O)c4cccs4)cc3)c12,1,0.056740224,0.9432598
Nc1c[nH]c2ncc(-c3ccccc3)cc12,0,0.328551,0.671449
Nc1cccc(-c2cc3c(Oc4cccc(O)c4)ncnc3[nH]2)c1,1,0.11249459,0.8875054
CCCC(=O)Nc1n[nH]c2ncc(-c3ccc4ccccc4c3)cc12,1,0.06225753,0.9377425
CN1CCC(C(=O)Nc2n[nH]c3nnc(-c4ccccc4)cc23)CC1,1,0.050046504,0.9499535
Cn1c(=O)c(C(=O)NCC(=O)NCC(=O)OCc2ccccc2)c(O)c2ccccc21,0,0.13724315,0.86275685
CN(C)CCn1cc(-c2ccn3c(-c4ccc(C(N)=O)c(OCc5cccc(F)c5)c4)cnc3c2)cn1,1,0.18888563,0.8111144
C[C@@H]1CN(c2ccncc2)CCN1c1nc(-c2ccncn2)cc(=O)n1C,1,0.14869052,0.8513095
O=C(Nc1n[nH]c2nc(-c3nccs3)c(Br)cc12)C1CCCC1,1,0.0543437,0.9456563
C[C@@H]1CN(c2cccnc2)CCN1c1nc(-c2ccncn2)cc(=O)n1C,1,0.04282534,0.95717466
CCCCCCCCCCCC(=O)NNC(=O)c1c(O)c2ccccc2n(CC2CC2)c1=O,1,0.3240189,0.6759811
C[C@@H]1CN(c2ncccn2)CCN1c1nc(-c2ccncn2)cc(=O)n1C,1,0.1510067,0.8489933
Fc1ccc(Cn2cc(-c3ccncc3)c3ccncc32)cc1,1,0.22633302,0.773667
CCCC(=O)Nc1n[nH]c2ncc(-c3cccnc3)cc12,1,0.13351762,0.8664824
COc1cc(F)ccc1C1CN(c2nc(-c3ccncc3)cc(=O)n2C)CCN1Cc1ccccc1.Cl,1,0.27110356,0.72889644
C[C@@H]1CN(C(=O)c2ccccc2)CCN1c1nc(-c2ccncn2)cc(=O)n1C,1,0.036420643,0.96357936
Cn1c(=O)c(C(=O)NNC(=O)Cc2ccccc2)c(O)c2ccccc21,0,0.19257921,0.8074208
COCCn1cc(NC(=O)c2csc(-c3nncn3C(C)C)n2)cn1,1,0.15303093,0.84696907
CCCC(=O)Nc1n[nH]c2ncccc12,1,0.1740424,0.8259576
N=C1N[C@H]2c3c([nH]c(Br)c3Br)C(=O)C3CCC[C@@]32N1,1,0.083939075,0.9160609
O=c1[nH]nc2c(NCCc3ccncc3)cc(Cl)cn12,1,0.113857925,0.8861421
CCN1C(=O)C(C(=O)N2CCC(NC(=O)CCCCCc3ccccc3)CC2)Sc2ccccc21,0,0.49432993,0.5056701
O=C1Cc2cc(Br)ccc2/C1=c1/[nH]c2ccccc2/c1=C\\O,1,0.09474385,0.90525615
COc1cc(F)ccc1C1CN(c2nc(-c3ccncn3)cc(=O)n2C)CCN1Cc1ccccc1.Cl,1,0.26773614,0.73226386
O=C(Nc1n[nH]c2nc(-c3cccs3)c(Br)cc12)C1CCCC1,1,0.05861157,0.9413884
C[C@@H](c1ccc(F)cc1)n1nnc2cnc3ccc(-c4ccc5ocnc5c4)cc3c21,1,0.05866921,0.9413308
Cn1c(=O)c(C(=O)NNC(=O)c2ccccc2)c(O)c2ccccc21,0,0.2025491,0.7974509
O=C1NC(=O)C(c2cn(CCC3N=CC=N3)c3ccccc23)=C1c1noc2ccccc12,1,0.05949527,0.9405047
O=C(O)Cc1ccc(CSc2n[nH]c(-c3ccncc3)n2)cc1,0,0.07901597,0.920984
O=C(Nc1n[nH]c2nc(-c3ccco3)c(Br)cc12)C1CC1,1,0.047801375,0.9521986
Cc1ccc(NC(=O)c2ccc3c(c2)OCCO3)cc1NC(=O)c1ccc2nc(OCCN3CCCC3)ccc2c1,1,0.08400029,0.9159997
COC(=O)C1=C(Nc2ccccc2Cl)O/C(=C\\c2c[nH]c3ncccc23)C1=O,1,0.07407689,0.9259231
C[C@@H]1CN(c2ccccn2)CCN1c1nc(-c2ccncn2)cc(=O)n1C,1,0.14869052,0.8513095
C#Cc1nc(Nc2ccccc2)nc2[nH]cnc12,1,0.12674683,0.87325317
NCC1(Cc2ccc(Cl)cc2)CCN(c2ncnc3[nH]cnc23)CC1,1,0.22096258,0.7790374
C[C@@H]1CN(c2cncnc2)CCN1c1nc(-c2ccncn2)cc(=O)n1C,1,0.1510067,0.8489933
c1cc(-c2cn(CCCN3CCOCC3)c3cnccc23)ccn1,1,0.10026437,0.8997356
Cc1ccc(NC(=O)c2ccc3c(c2)OCCO3)cc1NC(=O)c1ccc2c(c1)CCCN2,1,0.44806057,0.5519394
CCn1c(=O)c(C(=O)NNC(=O)CCc2ccc(O)cc2)c(O)c2ccccc21,0,0.1461224,0.8538776
CCN1CCN(CCCC(=O)Nc2n[nH]c3nnc(-c4ccccc4)cc23)CC1,1,0.06153679,0.9384632
C/C(=C\\C=C\\[C@@H](C)CC/C=C(\\C)CC1OC(=O)C(=O)C1=O)CCCc1ccoc1,1,0.16203362,0.8379664
c1cncc(-c2c[nH]c3cnccc23)c1,0,0.21521145,0.78478855
Cc1ccc(S(=O)(=O)N2CCN(c3nc(-c4ccncn4)cc(=O)n3C)[C@H](C)C2)cc1,1,0.113529146,0.88647085
c1cc(-c2cn(CCC3CC3)c3cnccc23)ccn1,1,0.35654384,0.64345616
C=CCN(/C=C1/C(=O)O[C@H](COC)[C@@]2(C)C1=C(O)C(=O)C1=C2[C@H](OC(C)=O)C[C@]2(C)C(=O)CC[C@@H]12)CC=C,0,0.07153964,0.92846036
O=C(CBr)c1ccc(-c2ccccc2)cc1,1,0.44472533,0.55527467
O=C1NC(=O)c2c1c1c3ccccc3[nH]c1n1cncc21,1,0.069550574,0.9304494
CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O,0,0.23675102,0.763249
O=CN1Cc2cccc3c(C4=C(c5cnc6ccccn56)C(=O)NC4=O)cn(c23)CC1N1CCOCC1,1,0.06639534,0.93360466
O=C(Nc1cc(-c2cccc3[nH]ccc23)cc2[nH]ncc12)C1CC1,1,0.111451924,0.8885481
O=C(/C=C/c1ccc(O)c(O)c1)c1cccnc1,0,0.3700282,0.6299718
O=C1NC(=O)/C(=C/c2cc3ccccc3s2)S1,1,0.29113168,0.7088683
COCc1ccc(-c2cc3c(N[C@@H](C)c4ccn(C)n4)c(C(N)=O)cnc3cc2F)cn1,0,0.09266585,0.90733415
O=C1NC(=O)/C(=C/c2ccc3c(c2)OCCO3)S1,1,0.2011401,0.7988599
O=C(Nc1cc(-c2ccc3cc[nH]c3c2)cc2[nH]ncc12)c1ccccn1,0,0.05456513,0.94543487
CCNC(=O)c1nnn(-c2nonc2N)c1CN1CCCCC1,1,0.11727828,0.8827217
O=C1NC(=O)/C(=C/c2c(-c3ccccc3)[nH]c3ccccc23)S1,1,0.08218819,0.9178118
O=C1Nc2ccc(I)cc2/C1=C1/S/C(=N/c2ccccc2)N(c2ccccc2)C1=O,1,0.0937925,0.9062075
O=C1N/C(=N\\c2ccc(O)cc2)S/C1=C1\\C(=O)Nc2ccc(Br)cc21,1,0.04035151,0.9596485
O=S(=O)(c1ccccc1)N1CC(c2cccc3ccccc23)Oc2ccccc21,1,0.44981736,0.55018264
O=C1C(c2ccc3ccccc3c2)Oc2ccccc2N1Cc1ccc(F)cc1,1,0.8229478,0.17705218
O=C(O)c1ccc(NC2=C/C(=N/S(=O)(=O)c3ccc4ccccc4c3)c3ccccc3C2=O)cc1,1,0.19039339,0.8096066
O=C1C(c2ccc3ccccc3c2)Oc2cc3c(cc2N1Cc1ccccc1)OCO3,1,0.08946538,0.9105346
O=C(c1ccccc1)N1CC(c2cccc3ccccc23)Oc2ccccc21,0,0.80011314,0.19988684
O=C1NC(=S)S/C1=C\\c1ccccc1OCOc1ccccc1/C=C1/SC(=S)NC1=O,1,0.07680678,0.9231932
O=C1N/C(=N\\c2ccccc2Cl)S/C1=C/C=C/c1ccccc1,1,0.08140987,0.9185901
Nc1n[nH]c(Nc2ccccc2)c1-c1nc2ccccc2s1,1,0.17921638,0.8207836
O=C1NC(=S)S/C1=C\\c1cc(/N=N/c2ccccc2)ccc1O,1,0.09236151,0.9076385
O=C1Nc2cc3c(c(Cc4ccccc4)c2OC1c1ccccc1)OCO3,0,0.09011513,0.90988487
O=C(Cc1ccc([N+](=O)[O-])cc1)N/N=C1\\C(=O)Nc2cc(Br)ccc21,1,0.032448113,0.9675519
CC(=O)Oc1[nH]c2ccccc2c1-c1ccc(C)cc1,0,0.23390532,0.7660947
O=C1Nc2ccccc2/C1=C1/S/C(=N/N=C2/C(=O)Nc3ccccc32)N(c2ccc(O)cc2)C1=O,1,0.08617431,0.9138257
COCc1ccc(-c2ccc3ncc(C(N)=O)c(N[C@@H](C)C4CCOCC4)c3c2)cn1,0,0.0386222,0.9613778
CC(C)Nc1ccc2cnn(-c3cncc(-c4ccc(C(=O)O)cc4)n3)c2c1,1,0.050131083,0.9498689
O=C(Cc1cccc(OCCCC2CCNCC2)c1)Nc1nc(-c2c[nH]c3ncccc23)cs1,1,0.19857717,0.80142283
CN1CCN(CCCOc2cccc(CC(=O)Nc3nc(-c4c[nH]c5ncccc45)cs3)c2)CC1,1,0.22401112,0.7759889
CS(=O)(=O)Nc1cccc(CC(=O)Nc2nc(-c3c[nH]c4ncccc34)cs2)c1,1,0.0686295,0.9313705
CN(C)CCCn1nc(C2=C(c3cn(-c4csc5ccccc45)c4ccccc34)C(=O)NC2=O)c2ccccc21,1,0.1277656,0.8722344
COc1ccc(-c2cc3c(NC(=O)c4cccc(F)c4)ncnc3o2)cc1,0,0.09259844,0.90740156
CC(=O)n1nc(C)c(-c2ccc(Cl)c(Cl)c2)c1N,0,0.14068389,0.8593161
O=C1CC(c2ccc(-c3ccccc3)cc2)Sc2ccccc2N1Cc1ccccc1[N+](=O)[O-],0,0.7962482,0.20375177
O=C(NN1CCCCC1)c1ccc(C2CC(=O)N(Cc3ccccc3[N+](=O)[O-])c3ccccc3S2)cc1,0,0.6754097,0.32459033
O=C1CC(c2ccc(C(=O)NCc3cccc(Cl)c3)cc2)Sc2ccccc2N1,0,0.50414205,0.49585798
CN1CCN(c2cnc(NCCNc3ccc([N+](=O)[O-])c(N)n3)nc2-c2ccc(Cl)cc2Cl)C(=O)C1,1,0.114273846,0.88572615
O=C(NCc1ccccn1)c1ccc(C2CC(=O)N(Cc3ccccc3[N+](=O)[O-])c3ccccc3S2)cc1,0,0.72475326,0.2752467
O=C(NC1CC1)c1ccc(C2CC(=O)N(Cc3ccccc3[N+](=O)[O-])c3ccccc3S2)cc1,0,0.5351763,0.4648237
CN1CCN(NC(=O)c2ccc(C3CC(=O)N(Cc4ccccc4[N+](=O)[O-])c4ccccc4S3)cc2)CC1,0,0.15253729,0.8474627
O=C(O)c1ccc(Nc2ncc(C3C=NN=N3)c(Nc3ccccc3)n2)cc1,1,0.055539846,0.94446015
COc1cc(F)ccc1-c1ncnc(Nc2cccc(CS(C)(=N)=O)c2)n1,1,0.03852111,0.9614789
CCOC(=O)c1cccc(NC(=O)Nc2nc3c(s2)CC(N2C(=O)c4ccccc4C2=O)CC3)c1,1,0.06796062,0.9320394
CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,1,0.17671418,0.8232858
O=C(NCCc1ccccc1)c1ccc(C2CC(=O)N(Cc3ccccc3[N+](=O)[O-])c3ccccc3S2)cc1,0,0.77807534,0.22192465
O=C(NCc1ccco1)c1ccc(C2CC(=O)N(Cc3ccccc3[N+](=O)[O-])c3ccccc3S2)cc1,0,0.1794017,0.8205983
Cc1ccc2c(c1)CC[C@H]1[C@@](C)(CO)CCC[C@]21C,0,0.6560738,0.34392616
O=C(Nc1ccccn1)c1ccc(C2CC(=O)N(Cc3ccccc3[N+](=O)[O-])c3ccccc3S2)cc1,0,0.72475326,0.2752467
Nc1n[nH]c2nccc(-c3ccccc3)c12,0,0.24929166,0.75070834
COc1nc(-c2ccnc(NC(=O)C3CC3)c2)sc1C(=O)NCCCCCCNc1c2c(nc3ccccc13)CCCC2,1,0.11462796,0.88537204
COc1cccc(OCc2cc(C)ccn2)c1-c1ccc2c(c1)CCNCC2,1,0.33322293,0.6667771
O=C(NC1CCCCC1)c1ccc(C2CC(=O)N(Cc3ccccc3[N+](=O)[O-])c3ccccc3S2)cc1,0,0.7953669,0.20463313
CS(=O)(=O)Nc1ccc(CCNC(=O)c2ccc(O)c3nc(-c4ccc(Cl)cc4Cl)[nH]c23)cc1,1,0.050763845,0.94923615
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)CC3CC3)c2)[nH]1,1,0.08095604,0.91904396
O=C(C/C=C/c1cnc2[nH]cc(-c3ccccc3)c2c1)NCCc1ccccc1,0,0.06705612,0.9329439
O=C(Nc1cc(-c2[nH]c(SCc3ccccc3)nc2-c2ccc(F)cc2)ccn1)C1CCCC1,1,0.1469636,0.8530364
O=C1Nc2ccccc2C12CC2c1ccccn1,1,0.17555344,0.82444656
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)C3CCCO3)c2)[nH]1,1,0.09109092,0.9089091
O=c1ccc2nccc3c4ccc(O)cc4n1c23,1,0.13034064,0.86965936
COc1ccc(-c2c[nH]c3c2-n2cccc2/C3=N/O)cc1O,1,0.21213979,0.7878602
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)[C@@H]3C[C@H]3c3ccccc3)c2)[nH]1,1,0.25845248,0.7415475
O=C(C/C=C/c1cnc2[nH]cc(-c3ccccc3)c2c1)NCCc1c[nH]c2ccccc12,1,0.10733271,0.8926673
Cc1nc(C2CCC2)c(-c2ccnc(NC(=O)C3CC3)c2)[nH]1,1,0.12260783,0.8773922
CSc1nc(-c2ccnc(NC(=O)C3CC3)c2)c(-c2ccc(F)cc2)n1C,1,0.08095604,0.91904396
O=C(CNC(=O)c1ccc2[nH]cc(-c3ccncc3)c2c1)NCCc1c[nH]c2ccccc12,0,0.061031878,0.9389681
O=C(/C=C/c1cnc2[nH]cc(-c3ccncc3)c2c1)NCc1ccncc1,1,0.05774045,0.94225955
O=C(/C=C/c1cnc2[nH]cc(-c3ccccc3)c2c1)NCc1nc2ccccc2[nH]1,1,0.05456513,0.94543487
