smiles,true_label,predicted_probability_class_0,predicted_probability_class_1
Cc1nc(C(=O)NC2CC2)cc(-c2ccc(F)cc2)c1CN,0,0.9934659,0.0065340963
Cc1nc(C(=O)N2CCCC2)cc(-c2ccc(F)cc2)c1CN,0,0.88066053,0.119339496
Cc1nc(C(=O)NC2CC2)cc(-c2ccc(F)cc2F)c1CN,0,0.9972434,0.0027565998
Cc1nc(C(=O)N2CCCC2)cc(-c2ccc(Cl)cc2Cl)c1CN,0,0.8557754,0.14422458
NC(CC(=O)N1CCc2ccccc2C1)C(=O)N1Cc2ccccc2C1,1,0.8231714,0.1768286
N[C@@H](CC(=O)N1CCN(Cc2c(F)cccc2Cl)CC1)C(=O)N1Cc2ccccc2C1.O=C(O)C(F)(F)F,0,0.102404416,0.8975956
N[C@@H](CC(=O)N1CCN(Cc2ccc(F)cc2)CC1)C(=O)N1Cc2ccccc2C1.O=C(O)C(F)(F)F,1,0.04242915,0.95757085
N[C@@H](CC(=O)NC(c1ccccc1)c1ccccc1)C(=O)N1Cc2ccccc2C1.O=C(O)C(F)(F)F,1,0.016164064,0.98383594
N[C@@H](CC(=O)NC(c1ccc(F)cc1)c1ccc(F)cc1)C(=O)N1Cc2ccccc2C1.O=C(O)C(F)(F)F,1,0.043298304,0.9567017
NC(CC(=O)N1CSC[C@H]1C(=O)NCc1ccc(CC(=O)O)cc1)Cc1ccccc1F.O=C(O)C(F)(F)F,0,0.9989349,0.0010650895
COC(=O)Cc1ccc(CNC(=O)[C@@H]2CSCN2C(=O)CC(N)Cc2ccccc2F)cc1.O=C(O)C(F)(F)F,0,0.9983432,0.001656798
C[C@@H](c1ccc(-c2cccc(-c3nc[nH]n3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,0,0.98779917,0.012200826
CN(C)C(=O)[C@@H](c1ccc(-c2cccc(-n3cnnn3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,0,0.939353,0.06064702
Cc1c(C(=O)NCC(C)(C)NCC(=O)N2CCC[C@H]2C#N)cnc2cc(-c3ccccc3)nn12.Cl,1,0.03849268,0.9615073
Cc1nc2cc(-c3ccccc3)nn2c(C)c1C(=O)NCC(C)(C)NCC(=O)N1CCC[C@H]1C#N.Cl,1,0.044549406,0.9554506
C[C@@H](c1ccc(-c2cccnc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,0,0.9072591,0.09274092
C[C@@H](c1ccc(-c2cccc(-n3cnnn3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,0,0.98346907,0.016530905
C[C@@H](c1ccc(-c2cccc(-c3n[nH]c(O)n3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,0,0.52725387,0.47274613
Cc1nc2c(s1)CN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)CC2,1,0.90037394,0.099626094
CS(=O)(=O)c1ccc(-c2nc3c(s2)CCN(C(=O)C[C@H](N)Cc2cc(F)ccc2F)C3)cc1,1,0.1644007,0.8355993
N[C@@H](CC(=O)N1CCc2c(n[nH]c2C(F)(F)F)C1)Cc1cc(F)ccc1F,1,0.54661,0.45339003
Cn1nc2c(c1-c1ccc(F)cc1)CN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)CC2,0,0.45656866,0.54343134
N[C@H]1CN(c2ccc(-n3ccc(OCc4ccccc4)cc3=O)cn2)C[C@@H]1c1cc(F)ccc1F,1,0.3664028,0.6335972
N[C@H]1CN(c2ccc(-n3ccc(OCc4ccccc4)cc3=O)cn2)C[C@@H]1c1cc(F)c(F)cc1F,1,0.14855278,0.8514472
CC(C)(CC(=O)N1Cc2ccccc2C1)NCC(=O)N1CCC[C@H]1C#N,0,0.31780642,0.6821936
C[C@@H]1CN(C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)Cc2ccc(C(F)(F)F)n21.Cl,0,0.6652792,0.3347208
C[C@H]1CN(C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)Cc2ccc(C(F)(F)F)n21.Cl,0,0.6652792,0.3347208
Cc1cc2c(=O)n(Cc3ccccc3C#N)c(N3CCC[C@@H](N)C3)nc2[nH]1,0,0.9938685,0.0061314926
N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2[nH]c(Br)cc2c1=O,0,0.99837303,0.0016269432
CN(C)C(=O)[C@@H](c1ccc(-c2ccn3nccc3n2)cc1)[C@H](N)C(=O)N1CCC(F)(F)C1.O=C(O)C(F)(F)F,0,0.9875339,0.01246605
CN(C)C(=O)[C@@H](c1ccc(-c2ccn3nccc3n2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,0,0.9842291,0.0157709
CN(C)C(=O)[C@@H](c1ccc(-c2ccn3ncnc3c2)cc1)[C@H](N)C(=O)N1CCC(F)(F)C1.O=C(O)C(F)(F)F,0,0.9875339,0.01246605
CN(C)C(=O)[C@@H](c1ccc(-c2ccn3ncnc3c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,0,0.9842291,0.0157709
N[C@@H](C[C@@H](Cc1ccccc1)NCc1ccc(Cl)cc1)C(=O)N1CCCCC1,0,0.9791205,0.020879537
N[C@@H](C[C@H](Cc1ccccc1)NCc1ccc(Cl)cc1)C(=O)N1CCCCC1,0,0.9791205,0.020879537
Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2cccc(F)c2)n1,1,0.5813682,0.41863182
Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccccc2)n1,1,0.7407648,0.2592352
N[C@@H](CC(=O)N1CCCNC(=O)[C@H]1Cc1ccccn1)Cc1cc(F)c(F)cc1F,0,0.9960249,0.003975078
C#C[C@H]1CC[C@@H](C#N)N1C(=O)CN[C@H]1CC[C@H](Oc2ccc(C#N)cn2)CC1,0,0.8649269,0.13507311
N[C@H](C(=O)N1CC[C@H](F)C1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(F)cc2F)CC1,1,0.8713056,0.12869444
C[C@@H]1C(=O)N(C2CC2)CCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,0,0.9953021,0.00469794
C[C@@H]1CCN(C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)[C@H](Cc2ccccn2)C(=O)N1,0,0.9952409,0.004759074
CC(C)(C)NCC(=O)N1CCC[C@H]1C(=O)c1nnc(C2(C)CCCCC2)o1,1,0.07763189,0.9223681
O=C(NCC(=O)N1CCC[C@H]1B(O)O)c1cccnc1,1,0.36912704,0.63087296
CC(C)[C@H](NC(=O)c1cccnc1)C(=O)N1CCC[C@H]1B(O)O,0,0.021922052,0.97807795
O=C(NCC(=O)N1CCC[C@H]1B(O)O)c1ccncc1,1,0.016185105,0.9838149
C[C@@H](NC(=O)c1ccncc1)C(=O)N1CCC[C@H]1B(O)O,1,0.028965592,0.9710344
N[C@@H](CC(=O)N1CCn2c(nnc2-c2ccc(F)cc2)C1)Cc1cc(F)ccc1F,1,0.54611206,0.45388794
COc1cc([C@H]2CC[C@@H]([C@H](C(=O)N(C)C)[C@H](N)C(=O)N3CCC(F)(F)C3)CC2)nc(OC)n1,0,0.44323987,0.55676013
CN(C)C(=O)[C@@H]([C@H]1CC[C@@H](C2CCc3ncnn3C2)CC1)[C@H](N)C(=O)N1CCC(F)(F)C1,0,0.8476985,0.1523015
CN(C)C(=O)[C@@H]([C@H]1CC[C@H](C2CCc3ncnn3C2)CC1)[C@H](N)C(=O)N1CCC(F)(F)C1,0,0.8476985,0.1523015
COc1cc([C@H]2CC[C@H]([C@H](C(=O)N(C)C)[C@H](N)C(=O)N3CCC(F)(F)C3)CC2)nc(OC)n1,0,0.44323987,0.55676013
CC(=O)Nc1ccc(OP(=O)(Oc2ccc(NC(C)=O)cc2)C2CCCN2C(=O)[C@H](CCCCN)NC(=O)OCc2ccccc2)cc1,0,0.15092146,0.84907854
CN(C)C(=O)[C@@H]([C@H]1CC[C@@H](c2ccc3ncnn3c2)CC1)[C@H](N)C(=O)N1CCC(F)(F)C1,0,0.97601074,0.023989279
CC1(C)c2nc(C3CC3)ncc2CN1[C@H]1CO[C@H](c2cc(F)ccc2F)[C@@H](N)C1,0,0.98758984,0.012410179
CC1(C)c2cnc(C3CC3)nc2CN1[C@H]1CO[C@H](c2cc(F)ccc2F)[C@@H](N)C1,0,0.98758984,0.012410179
Cc1nc2c(c(-c3ccc(Cl)cc3Cl)c1CN)C(=O)N(C[C@H]1CCCO1)C2,1,0.005976498,0.9940235
Cc1nc2c(c(-c3ccc(Cl)cc3Cl)c1CN)C(=O)N(C[C@@H]1CCCO1)C2,1,0.005976498,0.9940235
CN(C)C(=O)[C@@H](c1ccc(NS(=O)(=O)c2ccccc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,0,0.9979407,0.0020592688
Cn1nccc1-c1ccc(CN2C[C@H](N)[C@H](C(=O)N3CCC[C@H]3C#N)C2)cc1,0,0.7716012,0.22839877
N#C[C@@H]1CCCN1C(=O)[C@@H]1CN(Cc2cnc3ccccc3c2)C[C@@H]1N,0,0.64445287,0.35554713
N[C@@H](CC(=O)N1CCc2[nH]c(-c3ccccc3)nc2C1)Cc1cc(F)ccc1F,1,0.6263562,0.37364382
N#C[C@@H]1CCCN1C(=O)[C@@H]1CN(Cc2ccc(-c3ccn[nH]3)cc2)C[C@@H]1N,0,0.68560517,0.31439486
N#C[C@@H]1CCCN1C(=O)[C@@H]1CN(Cc2ccc(-c3csnn3)cc2)C[C@@H]1N,0,0.9092449,0.0907551
Cn1c(C(F)(F)F)nc2c1CCN(C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)C2Cc1ccccc1,0,0.9039178,0.096082225
Cn1c(C(F)(F)F)nc2c1CCN(C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)C2Cc1ccc(F)cc1,0,0.9014296,0.098570414
N[C@@H](CC(=O)N1CCn2nc(C(F)(F)F)nc2C1Cn1cncn1)Cc1cc(F)c(F)cc1F,0,0.9198941,0.080105886
N[C@H]1CN(Cc2ccc(-c3csnn3)cc2)C[C@H]1C(=O)N1CCCC1,1,0.6024569,0.3975431
Cc1cc(-n2cncn2)ccc1CN1C[C@H](N)[C@H](C(=O)C2CCC[C@H]2C#N)C1,0,0.8983134,0.10168663
N[C@H]1CN(Cc2cnc3ccccc3c2)C[C@H]1C(=O)N1CCCC1,1,0.951476,0.048524
N[C@H](C(=O)N1CCCC1)C1CCCCC1,1,0.99536633,0.0046336795
N#C[C@@H]1CCCN1C(=O)[C@@H](N)C1CCCCC1,1,0.64943695,0.35056305
N#Cc1ccc(O[C@H]2CC[C@H](NCC(=O)N3CCC[C@H]3C#N)CC2)nc1,1,0.5102943,0.48970565
N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H](N)Cc1cscn1,1,0.20973796,0.79026204
Cc1nc(C[C@H](N)C(=O)N2C[C@@H](F)C[C@H]2C#N)cs1,1,0.21272123,0.7872788
COc1cc2c(cc1OC)CN(C(=O)CC(N)C(=O)N1Cc3ccccc3C1)CC2,1,0.62041426,0.37958577
N[C@H](C(=O)N1CCc2ccccc2C1)C1CCCCC1,1,0.96838295,0.031617023
N#C[C@@H]1Cc2ccccc2CN1C(=O)[C@@H](N)C1CCCCC1,1,0.9719147,0.028085278
N[C@@H](CC(=O)N1CCc2c(nc(C(F)(F)F)nc2C(F)(F)F)C1)CN1C(=O)CCC(F)(F)[C@@H]1O,0,0.99542123,0.004578754
COCCc1nc2c(c(C(F)(F)F)n1)CCN(C(=O)C[C@H](N)CN1C(=O)CCC(F)(F)[C@@H]1O)C2,0,0.99327725,0.0067227627
Cn1nc2c(c1C(F)(F)F)CCN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)C2,0,0.9889835,0.0110164955
N[C@@H](CC(=O)N1CCc2n[nH]c(-c3ccc(F)cc3)c2C1)Cc1cc(F)ccc1F,0,0.48154563,0.5184544
N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)c4cccc(C(F)(F)F)c4)nc3C2)CO[C@@H]1c1cc(F)ccc1F,0,0.8284266,0.17157337
N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)c4ccccc4)nc3C2)CO[C@@H]1c1cc(F)ccc1F,0,0.72603893,0.2739611
C=C1C[C@@H](C#N)N(C(=O)[C@@H](N)CC(=O)N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)C1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,1,0.03380692,0.9661931
C=C1CCN(C(=O)[C@@H](N)CC(=O)N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)C1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,1,0.05562651,0.9443735
Cc1cc2nc3c(cn2n1)CN([C@@H]1CC[C@H](c2cc(F)ccc2F)[C@@H](N)C1)C3,0,0.9871815,0.012818493
Cc1cc2nc3c(cn2n1)CN([C@H]1CC[C@H](c2cc(F)ccc2F)[C@@H](N)C1)C3,0,0.9871815,0.012818493
Cc1cc2ncc3c(n2n1)CN([C@H]1CO[C@H](c2cc(F)ccc2F)[C@@H](N)C1)C3,0,0.9978934,0.0021066102
Cc1cc2ncc3c(n2n1)CN([C@H]1CC[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,1,0.8876369,0.11236309
Cc1cc2ncc3c(n2n1)CN([C@H]1CO[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,0,0.99668115,0.0033188753
Cc1cc2ncc3c(n2n1)CN([C@@H]1CC[C@H](c2cc(F)ccc2F)[C@@H](N)C1)C3,0,0.9871815,0.012818493
C[C@@H](c1ccc(-c2ccc(O)nc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,0,0.96064746,0.039352544
N#C[C@@H]1CCCN1C(=O)CNCCC(=O)N1Cc2ccccc2C1,1,0.03808099,0.961919
N[C@@H](CC(=O)N1CCc2sc(-c3ccc(C(F)(F)F)cc3)nc2C1)Cc1cc(F)ccc1F,1,0.109348714,0.8906513
N[C@@H](CC(=O)N1CCCNC(=O)[C@H]1Cc1ccccc1)Cc1cc(F)c(F)cc1F,0,0.99937487,0.0006251462
N[C@@H](CC(=O)N1CCn2c(nnc2-c2ccc(F)cc2F)C1)Cc1cc(F)ccc1F,1,0.69776565,0.30223435
C[C@@H]1C(=O)N(C2CC2)CCCN1C(=O)C[C@H](N)Cc1cc(F)ccc1F,0,0.99867415,0.0013258538
CC(C)(C)NCC(=O)N1C[C@@H](F)C[C@H]1C(=O)c1nnc(C2CCCCC2)o1,1,0.35566455,0.64433545
NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)N1Cc2ccccc2[C@H]1P(=O)(Oc1ccccc1)Oc1ccccc1,1,0.63694483,0.36305517
N[C@H]1C[C@@H](N2Cc3ccccc3C2)CC[C@@H]1c1cc(F)c(F)cc1F,1,0.5182898,0.48171023
CC(C)(Cc1ccc(F)cc1)NCC(=O)N1C[C@@H](F)C[C@H]1C(=O)c1nnc(C(C)(C)C)o1,1,0.71917534,0.28082463
Cl.N[C@H](C(=O)N1CC[C@H](F)C1)C1CCC(NS(=O)(=O)c2ccc(F)cc2F)CC1,1,0.9359497,0.06405031
C[C@@H]1CCN(C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)[C@H](Cc2ccccc2F)C(=O)N1,1,0.99812424,0.0018757489
NCC[C@H](N)C(=O)N1CC[C@H]2CCC[C@H]21,0,0.028847456,0.97115254
Cn1c(-c2ccc(F)cc2)nc2c1CCN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)C2,0,0.45656866,0.54343134
N[C@H]1CN(C(=O)c2ccc3ncsc3c2)C[C@H]1C(=O)N1CCCC1,0,0.5717804,0.42821962
CC(C)(C)NCC(=O)N1CCC[C@H]1C(=O)c1noc(-c2ccc(F)cc2)n1,1,0.36773688,0.6322631
Cc1nnc(-c2ccc(CN3C[C@H](N)[C@H](C(=O)N4CCC[C@H]4C#N)C3)cc2)o1,0,0.6989813,0.30101874
N[C@@H](CC(=O)N1CCn2nc(C(F)(F)F)nc2[C@H]1Cn1cncn1)Cc1cc(F)c(F)cc1F,0,0.9198941,0.080105886
N#C[C@@H]1CCCN1C(=O)[C@@H]1CN(Cc2ccc(-n3nccn3)cc2)C[C@@H]1N,0,0.89511573,0.104884274
CC(c1ccc(-n2cncn2)cc1)N1C[C@H](N)[C@H](C(=O)C2CCC[C@H]2C#N)C1,0,0.77395517,0.22604482
N#C[C@@H]1CCCC1C(=O)[C@@H]1CN(C2CCOc3ccccc32)C[C@@H]1N,0,0.9118344,0.0881656
N[C@@H](CC(=O)N1CCc2nc(C(F)(F)F)n(Cc3ccc(F)cc3)c2C1)Cc1cc(F)ccc1F,0,0.8316854,0.16831456
CC1c2nc(C3CC3)n(C)c2CCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,0,0.7352565,0.2647435
N[C@@H](CC(=O)N1CCn2nc(-c3ccccc3)nc2C1)Cc1cc(F)c(F)cc1F,0,0.74087894,0.25912106
N[C@H]1CN(C(=O)c2ccc(-n3cncn3)cc2)C[C@H]1C(=O)N1CCCC1,0,0.9815689,0.018431114
N[C@H]1CN(C(=O)c2cc3cc(Cl)ccc3o2)C[C@H]1C(=O)N1CCCC1,1,0.99847054,0.0015294404
N[C@@H](CC(=O)N1CCn2nc(C(F)(F)F)nc2[C@H]1Cc1ccc(F)cc1)Cc1cc(F)c(F)cc1F,0,0.8123633,0.18763669
NCc1c(-c2ccccc2Cl)ccc2ncn(Cc3ccccc3)c12,0,0.7589302,0.24106982
Cc1ccc(-c2c(CN)c(CC(C)C)nc(C)c2C(=O)OCc2ccc(C(=O)O)cc2)cc1.Cl.Cl,0,0.8171195,0.18288052
NC(=O)c1cccc(OCC2=CC[C@H](c3cc(F)c(F)c(F)c3)[C@@H](N)C2)c1.O=C(O)C(F)(F)F,1,0.9791554,0.020844603
N[C@@H](CC(=O)N1CCc2nc(C3CC3)oc2C1)Cc1cc(F)ccc1F,0,0.3041829,0.6958171
N[C@@H](CC(=O)N1CCc2nc(C(F)(F)F)sc2C1)Cc1cc(F)ccc1F,0,0.8917124,0.108287565
N[C@H]1CN(c2ncccn2)CC[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F,0,0.95852745,0.041472536
Cc1ccc(S(=O)(=O)N(C)c2ccc([C@H](C(=O)N(C)C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)cc1.O=C(O)C(F)(F)F,0,0.9780058,0.021994174
O=C(CN[C@@H]1CCNC1)N1CCC[C@H]1B(O)O,1,0.039481044,0.96051896
N[C@@H](CC(=O)N1CCSC1)Cc1cc(F)ccc1F,1,0.21471667,0.7852833
N[C@H]1CC(C(=O)N2CCn3c(nnc3C(F)(F)F)C2)=CC[C@@H]1c1cc(F)c(F)c(F)c1.O=C(O)C(F)(F)F,0,0.9719168,0.028083187
CN(C)C(=O)[C@@H]([C@H]1CC[C@H](c2ccc3ncnn3c2)CC1)[C@H](N)C(=O)N1CCC(F)(F)C1,0,0.97601074,0.023989279
NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)N1CCCC1P(=O)(Oc1ccccc1)Oc1ccccc1,1,0.701476,0.29852405
N[C@H](C(=O)N1Cc2ccccc2C1)C1CCCCC1,1,0.9991679,0.0008320941
CC[C@H](C)[C@H](N)C(=O)N1CCCCCC1,0,0.9431528,0.056847204
NCCCC[C@H](N)C(=O)N1CCCc2ccccc21,0,0.72084975,0.27915025
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1CCCC1,0,0.31759322,0.6824068
NC(=O)c1cccc(-c2ccc([C@H](N)Cc3cc(F)ccc3F)cc2)c1,0,0.99580413,0.0041958396
CC[C@H](C)[C@H](N)C(=O)N1CC=CCC1,0,0.22125763,0.7787424
N[C@H]1CN[C@H](C(=O)N2Cc3ccccc3C2)C1,0,0.7581656,0.24183439
O=C([C@@H]1C[C@@H](NCc2ccccc2)CN1)N1Cc2ccccc2C1,1,0.9097408,0.0902592
CC[C@H](C)[C@H](N)C(=O)N1Cc2cccnc2C1,0,0.0779928,0.9220072
O=C([C@@H]1C[C@@H](Nc2ccc3ccccc3c2)CN1)N1Cc2ccccc2C1,1,0.30403817,0.69596183
CC1(NCC(=O)N2C[C@H](F)C[C@@H]2C#N)CCN(S(C)(=O)=O)CC1,1,0.19011778,0.8098822
CC[C@H](C)[C@H](N)C(=O)NC1CCCC1,0,0.03253305,0.96746695
CN(C)C(=O)[C@@H](c1ccc(C2=CN3N=CNC3C=C2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,0,0.91645044,0.08354956
N[C@@H](CCCNC(=O)OCc1ccccc1)C(=O)N1CCCC1,1,0.22505319,0.7749468
N[C@@H](CCCCNC(=O)OCc1ccccc1)C(=O)N1CCSC1,1,0.115997136,0.88400286
CC[C@H](C)[C@H](N)C(=O)N1CCC1,0,0.16898602,0.831014
N[C@@H](CC(=O)NC1(c2nccs2)CCS(=O)(=O)CC1)Cc1ccccc1F,0,0.81535834,0.18464167
N[C@H](Cc1cc(F)ccc1F)c1ccc(-c2ccncc2)cc1,0,0.9810883,0.0189117
N[C@H](Cc1cc(F)ccc1F)c1ccc(-c2ccncc2Cl)cc1,0,0.99913067,0.0008693587
N#C[C@@H]1C[C@H](N=[N+]=[N-])CN1C(=O)[C@@H](N)CCCCNc1ccc2ccccc2c1,1,0.20609045,0.79390955
CC(C)(CC(=O)N[C@H]1C[C@@H]1c1cccnc1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,0,0.31681633,0.68318367
O=C([C@@H]1C[C@H](N2CCN(c3ncccn3)CC2)CN1)N1CC(F)C1,0,0.69765204,0.30234796
N#C[C@@H]1CCCN1C(=O)[C@@H](N)CCC(=O)N1CCn2cc(C(F)(F)F)nc2C1.O=C(O)C(F)(F)F,1,0.40374053,0.5962595
N#C[C@@H]1CCCN1C(=O)[C@@H](N)CCC(=O)N1CCCC1.O=C(O)C(F)(F)F,1,0.42000133,0.5799987
N#C[C@@H]1CCCN1C(=O)[C@@H](N)CCC(=O)N1CCSC1.O=C(O)C(F)(F)F,1,0.43136895,0.56863105
Cc1ccnc(Nc2cc(N3CCC[C@@H](N)C3)nc3ccnn23)c1,0,0.9952149,0.004785117
COC[C@H]1CCCN1C(=O)CC[C@H](N)C(=O)N1CCC[C@H]1C#N.O=C(O)C(F)(F)F,1,0.89704204,0.102957934
O=C([C@@H]1C[C@H](N2CCN(c3cnccn3)CC2)CN1)N1CCC(F)(F)C1,1,0.051337183,0.9486628
O=C([C@@H]1C[C@H](N2CCN(c3ccc(C(F)(F)F)cn3)CC2)CN1)N1CCC(F)(F)C1,1,0.63875234,0.3612477
Cc1ncsc1[C@H]1C[C@@H]1NC(=O)CC(C)(C)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,0,0.32443643,0.6755636
N#C[C@@H]1CCCN1C(=O)[C@@H](N)CCC(=O)N1CCCCC1.O=C(O)C(F)(F)F,1,0.75231135,0.24768867
N#C[C@@H]1CCCN1C(=O)[C@@H](N)CCC(=O)N1CCN(C(=O)C(F)(F)F)CC1.O=C(O)C(F)(F)F,1,0.86402476,0.13597524
